"code","dep_time","dep_place","arr_time","arr_place","aircraft","time"
"CZ 3893","14:25","SWA","15:30","CAN","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 3927","14:25","SWA","15:35","CAN","Boeing 737-800","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"CZ 3937","15:20","TAO","17:10","CGQ","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 3939","13:00","HGH","19:30","URC","Boeing 737-800","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'Yes']"
"CZ 3948","22:10","PVG","23:55","CGO","Boeing 737-800","['No', 'No', 'Yes', 'No', 'No', 'Yes', 'Yes']"
"CZ 395","17:00","CAN","21:00","PEN","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"CZ 3955","21:10","SZX","22:20","HAK","Airbus A321","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 3963","15:05","TAO","16:35","CGQ","Airbus A320","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"CZ 3968","15:20","PVG","17:05","CSX","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 3970","22:05","PVG","00:20","CSX","Airbus A321","['No', 'No', 'Yes', 'No', 'No', 'Yes', 'Yes']"
"CZ 3972","12:45","CAN","15:05","CGO","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 3974","21:25","SZX","23:50","CGO","Boeing 737-800","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 3985","13:50","NKG","15:30","DLC","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 3987","12:25","HGH","15:35","HRB","Boeing 737-700","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 4204","12:25","ICN","13:30","HRB","Airbus A321","['No', 'No', 'Yes', 'No', 'No', 'Yes', 'No']"
"CZ 4206","08:10","PUS","09:20","SHE","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 4518","12:50","ICN","13:15","DLC","Boeing 737-900","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 4524","18:35","ICN","18:55","DLC","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 4526","14:30","ICN","15:25","SHE","Boeing 777-300ER","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"CZ 4534","19:20","ICN","23:50","URC","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 4707","16:25","CAN","17:35","HAN","Airbus A321","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"CZ 4709","15:15","CAN","17:10","SGN","Airbus A321","['Yes', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 4751","15:05","TPE","18:05","CGO","Boeing 737-800",""
"CZ 4753","14:35","TPE","17:45","SHE","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 4755","09:05","TPE","11:50","CSX","Airbus A330-200",""
"CZ 4757","06:20","TPE","09:40","CGQ","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 4801","14:15","TPE","16:15","CAN","Airbus A330-200",""
"CZ 4803","08:50","TPE","10:50","PVG","Boeing 777-300ER",""
"CZ 4805","16:40","TPE","18:35","PVG","Boeing 777-300ER",""
"CZ 4807","14:50","TPE","16:45","SZX","Airbus A350-900",""
"CZ 4809","15:55","TPE","18:55","WUH","Airbus A330-200",""
"CZ 4812","14:20","TPE","17:00","DLC","Boeing 737-800",""
"CZ 4814","16:10","TPE","22:30","URC","Airbus A330-200","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 4815","17:40","TPE","19:40","PVG","Airbus A340-300",""
"CZ 5002","17:25","HGH","20:15","HAK","Boeing 737-800","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 5006","20:05","HGH","22:05","CSX","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 5007","12:50","FOC","15:00","TAO","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5011","13:55","CSX","15:25","NKG","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5012","21:45","NKG","23:25","CSX","Boeing 737-800","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"CZ 5013","14:45","CGO","17:30","CGQ","Boeing 737-800","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 5014","17:05","CGO","19:10","CKG","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5020","18:45","DLC","19:45","TAO","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5023","14:35","TAO","16:30","CGQ","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5027","12:30","FOC","13:55","NKG","Boeing 737","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5039","11:30","XMN","13:15","NKG","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5043","11:55","PVG","13:50","DLC","Boeing 737-800","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 5085","11:55","XMN","14:05","HAK","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5149","11:10","XMN","13:30","CGO","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5161","13:10","XMN","15:10","WUH","Boeing 737","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 5173","11:50","FOC","14:00","CGO","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5187","16:30","HGH","18:50","CAN","Boeing 737","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 5193","13:05","FOC","14:45","WUH","Boeing 737","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5203","12:05","FOC","14:25","HAK","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5226","21:30","WUH","23:20","TSN","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5237","12:00","XMN","13:35","CAN","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5239","15:30","XMN","17:20","WUH","Boeing 737","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 5255","15:30","CSX","17:35","HAK","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5256","21:40","CSX","23:55","TSN","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5267","16:00","JJN","17:25","SHA","Boeing 737","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 5270","13:15","SZX","16:20","TSN","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 5295","15:50","XMN","17:20","CAN","Boeing 737-800","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 5319","13:55","XMN","17:00","KMG","Boeing 737-800","['No', 'Yes', 'No', 'No', 'No', 'No', 'Yes']"
"CZ 5331","20:40","XMN","23:45","KMG","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5335","20:20","FOC","23:35","KMG","Boeing 737","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 5341","14:05","XMN","15:45","CSX","Boeing 737","['No', 'Yes', 'No', 'No', 'No', 'No', 'Yes']"
"CZ 5343","11:15","XMN","14:15","CTU","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5347","16:00","JJN","19:10","CTU","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 5349","15:30","XMN","18:10","CKG","Boeing 737-800","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 5361","13:10","HGH","18:15","KMG","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5371","21:25","XMN","00:10","CKG","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5375","21:50","KWL","23:35","KMG","Boeing 737-800","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"CZ 5377","19:45","HGH","22:35","CKG","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 5387","22:00","WUH","23:35","CKG","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5391","11:15","XMN","14:00","CKG","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5402","21:55","XMN","23:45","CSX","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5407","14:30","XMN","16:10","SHA","Boeing 737-800","['No', 'Yes', 'No', 'No', 'No', 'No', 'Yes']"
"CZ 5415","21:00","XMN","22:55","SHA","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5419","12:30","XMN","14:10","SHA","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 5433","15:50","XMN","17:45","SHA","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5439","11:30","FOC","12:55","SHA","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5445","16:30","FOC","17:55","SHA","Boeing 737-800","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 5461","13:15","XMN","15:05","NKG","Boeing 737-800","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 5489","13:55","TSN","16:00","HRB","Boeing 737-800","['No', 'Yes', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 5494","15:20","NGB","17:05","CSX","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 5499","21:25","HGH","23:40","TSN","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 601","18:20","CAN","06:45","SYD","Airbus A330","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 6025","14:50","PEK","18:55","URC","Boeing 737-800","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"CZ 6039","14:55","PEK","21:50","TBS","Boeing 737-800","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"CZ 6049","14:25","CAN","15:50","CXR","Boeing 737-800","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"CZ 6065","20:05","SZX","00:40","DPS","Airbus A320","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'Yes']"
"CZ 607","23:55","CSX","03:10","HKT","Airbus A320","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"CZ 6083","13:55","SZX","15:45","BKK","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6093","13:20","SZX","15:40","HKT","Airbus A321","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"CZ 6108","16:15","PEK","17:50","SHE","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6110","22:10","PEK","23:40","SHE","Airbus A321","['No', 'No', 'No', 'Yes', 'No', 'No', 'Yes']"
"CZ 6112","18:00","CSX","20:05","HAK","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6140","22:15","PEK","23:35","DLC","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'Yes']"
"CZ 6142","21:30","PEK","23:25","CGQ","Airbus A321","['No', 'Yes', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6150","18:40","PEK","20:40","CGQ","Airbus A321","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"CZ 6156","16:45","PVG","19:35","CGQ","Airbus A319","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6180","23:10","PEK","01:05","CGQ","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6192","13:10","XMN","15:15","CGO","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6198","13:45","PVG","15:55","WUH","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6202","22:20","PEK","00:20","HRB","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'Yes']"
"CZ 6210","14:00","PVG","16:55","HRB","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6212","14:15","NGB","17:15","HRB","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6226","19:10","PVG","20:30","TAO","Airbus A319","['Yes', 'Yes', 'Yes', 'No', 'Yes', 'No', 'Yes']"
"CZ 6230","22:05","PVG","00:05","DLC","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6232","12:30","XMN","14:40","CGO","Boeing 737-300","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6236","20:25","SZX","22:55","CGO","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6240","16:25","PVG","18:55","SHE","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 625","18:50","CAN","23:59","DPS","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6252","20:20","PVG","23:40","HRB","Airbus A319","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"CZ 6255","15:55","CGO","18:10","CTU","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6256","22:00","CGO","00:40","HRB","Airbus A320","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6260","21:35","TAO","23:35","HRB","Airbus A319","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6278","20:10","WUH","23:20","HRB","Airbus A321","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"CZ 6304","23:00","WUH","01:35","SHE","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6306","20:50","XIY","00:30","URC","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6312","18:50","TAO","20:25","SHE","Airbus A321","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 632","13:05","KIX","14:45","HRB","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6326","16:05","NGB","17:50","DLC","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6328","22:00","HGH","23:45","DLC","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'Yes']"
"CZ 6336","13:55","SZX","16:10","CGO","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6344","20:20","HGH","00:10","CTU","Embraer 190","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6358","20:00","TAO","21:50","CGQ","Airbus A321","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6359","13:20","CGO","16:05","HRB","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"CZ 6363","12:25","NKG","14:40","SHE","Boeing 737-700","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"CZ 638","12:40","ICN","13:45","CGQ","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6380","20:25","HGH","23:20","CGQ","Airbus A321","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6403","15:05","CKG","16:40","KMG","Airbus A320","['No', 'No', 'Yes', 'No', 'No', 'No', 'Yes']"
"CZ 6410","11:50","YNT","13:05","SHE","Airbus A320","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"CZ 6423","17:25","CGO","18:40","TAO","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6424","14:10","TAO","16:00","CGO","Boeing 737-800","['Yes', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6427","14:50","CSX","17:00","KMG","Airbus A321","['No', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"CZ 643","17:55","CAN","06:40","MEL","Airbus A330","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"CZ 6430","22:40","PVG","00:50","CGO","Boeing 737-300","['No', 'No', 'Yes', 'No', 'No', 'Yes', 'Yes']"
"CZ 6439","13:30","CGO","15:20","SHE","Boeing 737-700","['Yes', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"CZ 6440","19:10","CGO","21:15","CTU","Boeing 737-700","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6442","17:55","TNA","19:55","CGQ","Airbus A319","['No', 'Yes', 'Yes', 'No', 'No', 'No', 'No']"
"CZ 6471","18:30","CGO","20:40","CTU","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6478","17:35","SZX","20:10","CGO","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6484","22:05","HGH","00:50","SHE","Airbus A321","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"CZ 6502","18:20","PVG","20:55","SHE","Airbus A321","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"CZ 6506","13:00","PVG","15:35","SHE","Airbus A320","['Yes', 'No', 'Yes', 'No', 'No', 'Yes', 'No']"
"CZ 6508","20:35","PVG","23:05","SHE","Airbus A319","['Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"CZ 6524","15:45","PVG","17:45","DLC","Airbus A321","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 6526","20:45","PVG","22:35","DLC","Airbus A321","['Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"CZ 6534","13:10","PVG","15:00","DLC","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6536","18:40","PVG","20:25","DLC","Airbus A321","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"CZ 6542","18:15","PVG","21:05","CGQ","Airbus A321","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"CZ 6546","16:10","XMN","17:55","NKG","Airbus A319","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 6548","17:20","SHA","00:35","URC","Boeing 737-800","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"CZ 6552","15:20","NGB","17:30","CGO","Boeing 737-300","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6554","20:25","PVG","23:15","CGQ","Airbus A321","['Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"CZ 6560","16:55","SZX","18:50","WUH","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6576","20:15","CSX","22:10","HAK","Airbus A321","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'Yes']"
"CZ 6582","15:50","KHN","17:00","NKG","Airbus A319","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6628","14:40","SWA","16:25","WUH","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 666","11:20","PUS","12:30","SHE","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6665","12:10","HGH","15:20","HRB","Airbus A320","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'Yes']"
"CZ 6666","20:35","HGH","23:10","HAK","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'Yes']"
"CZ 672","20:40","ICN","21:10","SHE","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 676","21:55","ICN","21:50","DLC","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6768","15:30","CSX","17:40","HAK","Airbus A320","['No', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"CZ 6774","20:10","CAN","21:30","HAK","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 6784","17:50","CAN","19:10","HAK","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6786","18:15","CAN","19:25","HAK","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6790","12:45","CAN","13:55","HAK","Airbus A321","['Yes', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6792","13:10","CAN","14:40","HAK","Airbus A321","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6799","14:55","PVG","18:15","KMG","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 682","12:45","ICN","13:30","SHE","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 684","20:00","ICN","21:20","HRB","Airbus A321","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6850","17:20","XIY","21:00","URC","Embraer 190","['Yes', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 686","11:30","ICN","11:45","DLC","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 688","13:20","ICN","14:20","CGQ","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6884","19:05","CAN","00:20","URC","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6888","15:50","CAN","21:10","URC","Boeing 737-800","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"CZ 6890","16:10","SZX","22:45","URC","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6902","14:25","PEK","18:45","URC","Boeing 777","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'Yes']"
"CZ 6908","15:10","PEK","19:20","URC","Boeing 737-800","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"CZ 6910","19:15","PEK","23:30","URC","Airbus A321","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 6912","21:45","PEK","01:50","URC","Boeing 737-700","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"CZ 6918","20:15","CGO","00:45","URC","Boeing 737-700","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6920","15:50","HGH","21:05","URC","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6923","18:50","SZX","21:10","KMG","Airbus A320","['No', 'Yes', 'Yes', 'Yes', 'No', 'No', 'Yes']"
"CZ 6926","15:15","CTU","18:55","URC","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6940","20:05","WUH","00:30","URC","Boeing 737-800","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6942","14:10","CTU","18:00","URC","Boeing 777","['Yes', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6949","14:10","CKG","15:40","KMG","Boeing 757","['No', 'No', 'Yes', 'No', 'No', 'No', 'Yes']"
"CZ 6952","17:45","HGH","00:40","URC","Boeing 737-800","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 6956","20:10","CSX","00:50","URC","Boeing 737-700","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'Yes']"
"CZ 6958","12:50","CAN","18:05","URC","Boeing 737-800","['Yes', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 696","17:10","ICN","17:10","DLC","Airbus A319","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6960","19:20","XIY","22:55","URC","Boeing 757","['No', 'No', 'No', 'Yes', 'No', 'No', 'Yes']"
"CZ 6964","16:40","NKG","23:20","URC","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6966","20:30","LHW","23:15","URC","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 6974","17:25","SHA","22:50","URC","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6976","19:05","PVG","00:25","URC","Boeing 737-700","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"CZ 6977","12:45","XMN","15:40","DLC","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"CZ 6978","20:40","XMN","22:40","HAK","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 6980","17:20","CAN","22:40","URC","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 6982","16:30","SHA","22:15","URC","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"CZ 6996","15:30","SHA","21:10","URC","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"CZ 7403","10:55","XMN","15:15","SIN","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 7410","20:10","TPE","22:45","CSX","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 7433","12:15","XMN","14:40","BKK","Boeing 737-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 769","12:15","PVG","18:00","AMS","Boeing 777-300ER","['Yes', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 779","23:10","PVG","04:30","AMS","Boeing 787-900","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 7933","12:15","XMN","18:35","AMS","Boeing 787-900","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"CZ 8190","16:40","HGH","19:10","CKG","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 8315","13:45","CAN","14:45","HAN","Airbus A319","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"CZ 8326","10:30","TPE","12:00","SWA","Boeing 737-800",""
"CZ 8335","15:05","CAN","18:20","BKI","Airbus A320","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"CZ 8347","17:35","CAN","19:25","PQC","Boeing 737-700","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 8471","14:40","CAN","16:40","RGN","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 8502","22:30","NKG","00:45","SHE","Airbus A320","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"CZ 8504","17:40","HGH","20:20","SHE","Airbus A319","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"CZ 9001","19:45","PVG","23:30","KMG","Airbus A330-200","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"CZ 9013","18:50","SHA","22:25","CTU","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"CZ 9023","13:35","FOC","14:55","PVG","Airbus A321","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"CZ 9049","21:30","FOC","22:50","SHA","Airbus A319","['No', 'Yes', 'No', 'No', 'No', 'Yes', 'No']"
