"code","dep_time","dep_place","arr_time","arr_place","aircraft","time"
"KL 1230","10:15","CDG","11:35","AMS","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"KL 1249","08:45","AMS","10:30","OPO","Boeing 737","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1329","10:45","AMS","12:05","AAL","Embraer 170/195","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'Yes']"
"KL 1333","08:25","AMS","09:40","AAL","Embraer 170/195","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"KL 1337","21:10","AMS","22:30","AAL","Embraer 170/195","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KL 1341","08:30","AMS","09:35","BLL","Embraer 170/195","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"KL 1343","09:30","AMS","10:35","BLL","Boeing 737","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1349","21:35","AMS","22:40","BLL","Boeing 737","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KL 1351","08:25","AMS","09:50","PRG","Embraer 170/195","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"KL 1359","21:05","AMS","22:30","PRG","Boeing 737","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KL 1363","10:00","AMS","11:55","WAW","Boeing 737","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1369","21:30","AMS","23:30","WAW","Embraer 170/195","['Yes', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"KL 1604","17:25","FCO","20:00","AMS","Boeing 737","['Yes', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 1610","06:00","IST","08:30","AMS","Boeing 737","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KL 1665","08:10","AMS","10:20","BCN","Boeing 737","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"KL 1669","09:15","AMS","11:25","BCN","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 1671","10:15","AMS","12:30","BCN","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 1685","09:15","AMS","11:20","BIO","Embraer 170/195","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1695","08:55","AMS","10:55","LIS","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 1697","21:10","AMS","23:10","LIS","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 1701","09:30","AMS","12:05","MAD","Boeing 737","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1723","09:05","AMS","09:50","BRU","Embraer 170/195","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1733","21:25","AMS","22:10","BRU","Embraer 170/195","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KL 1739","09:00","AMS","09:55","LUX","Embraer 170/195","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1749","21:25","AMS","22:25","LUX","Embraer 170/195","['Yes', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"KL 1753","08:45","AMS","09:40","BRE","Embraer 170/195","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1763","08:20","AMS","09:30","FRA","Embraer 170/195","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"KL 1764","10:15","FRA","11:35","AMS","Embraer 170/195","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KL 1765","09:50","AMS","11:00","FRA","Fokker 70","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1777","08:30","AMS","09:35","HAM","Boeing 737","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"KL 1779","10:45","AMS","11:50","HAM","Boeing 737","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1791","07:55","AMS","09:15","MUC","Embraer 170/195","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KL 1793","09:40","AMS","11:00","MUC","Boeing 737","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1795","11:55","AMS","13:20","MUC","Boeing 737","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KL 1821","08:05","AMS","09:25","TXL","Boeing 737","['Yes', 'No', 'Yes', 'No', 'No', 'Yes', 'No']"
"KL 1823","10:15","AMS","11:30","TXL","Boeing 737","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1838","07:05","VIE","09:00","AMS","Boeing 737","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"KL 1840","09:25","VIE","11:15","AMS","Boeing 737","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"KL 1845","09:45","AMS","11:30","VIE","Boeing 737","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"KL 1855","11:00","AMS","11:50","DUS","Embraer 170/195","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1863","21:35","AMS","22:25","DUS","Fokker 70","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KL 1867","08:00","AMS","09:15","STR","Fokker 70","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"KL 1869","09:20","AMS","10:30","STR","Fokker 70","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1879","21:10","AMS","22:25","STR","Embraer 170/195","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KL 1883","08:25","AMS","09:40","NUE","Embraer 170/195","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"KL 1891","21:15","AMS","22:30","NUE","Embraer 170/195","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KL 1893","09:25","AMS","11:10","GRZ","Embraer 170/195","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'Yes']"
"KL 1903","09:25","AMS","10:20","HAJ","Embraer 170/195","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1927","09:35","AMS","11:05","GVA","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 1929","12:10","AMS","13:35","GVA","Fokker 70","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1937","20:50","AMS","22:15","GVA","Boeing 737","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KL 1941","09:15","AMS","11:05","ZAG","Boeing 737","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"KL 1945","09:45","AMS","12:00","SPU","Embraer 170/195","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 1957","09:40","AMS","11:10","ZRH","Boeing 737","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1959","12:10","AMS","13:35","ZRH","Embraer 170/195","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1969","21:00","AMS","22:25","ZRH","Boeing 737","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KL 1973","08:45","AMS","10:40","BUD","Boeing 737","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 1975","09:45","AMS","11:45","BUD","Boeing 737","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"KL 1979","21:05","AMS","23:05","BUD","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 200","14:05","ICN","18:55","AMS","Airbus A330","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 210","00:35","TPE","07:40","AMS","Airbus A350",""
"KL 2539","09:10","AMS","12:10","AGP","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 2563","09:15","AMS","13:10","SKG","Boeing 737","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"KL 2607","09:40","AMS","11:25","OPO","Boeing 737","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"KL 2609","09:15","AMS","11:15","LIS","Boeing 737","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"KL 2651","09:30","AMS","12:30","AGP","Boeing 737","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"KL 2824","10:00","AMS","12:15","BEG","Airbus A318/319/320/321","['No', 'No', 'No', 'No', 'Yes', 'No', 'Yes']"
"KL 3077","10:15","AMS","13:55","SOF","Airbus A318/319/320/321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KL 3081","11:20","AMS","13:10","ZAG","Airbus A318/319/320/321","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 3121","09:25","AMS","10:55","PRG","Airbus A318/319/320/321","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 3153","09:40","AMS","10:20","DUB","Airbus A318/319/320/321","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"KL 3155","11:00","AMS","11:40","DUB","Airbus A318/319/320/321","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"KL 317","10:15","AMS","11:55","EIN","Bus","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 3393","10:55","AMS","13:35","MAD","Boeing 737","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 3399","11:50","AMS","14:50","MLA","Airbus A318/319/320/321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KL 3651","09:55","AMS","11:35","LJU","Airbus A318/319/320/321","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"KL 4302","00:30","PEK","05:10","AMS","Airbus A330","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'Yes']"
"KL 4814","00:40","PVG","05:55","AMS","Airbus A330","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 4911","00:10","XMN","06:10","AMS","Boeing 787","['Yes', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"KL 4997","20:50","KHH","21:45","TPE","Boeing 737",""
"KL 713","11:15","AMS","15:15","PBM","Boeing 747","['No', 'No', 'No', 'No', 'Yes', 'No', 'Yes']"
"KL 723","10:15","AMS","14:30","HAV","Airbus A330","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 729","12:25","AMS","15:25","SXM","Airbus A330","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"KL 735","10:00","AMS","13:35","CUR","Boeing 747","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 743","12:35","AMS","18:10","LIM","Boeing 777","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 749","10:15","AMS","14:00","BOG","Boeing 787","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 751","10:00","AMS","14:45","UIO","Boeing 777","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 753","10:00","AMS","14:45","UIO","Boeing 777","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"KL 755","10:00","AMS","14:45","UIO","Boeing 777","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'No']"
"KL 757","11:25","AMS","16:40","PTY","Boeing 777","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"KL 765","12:15","AMS","18:25","BON","Airbus A330","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"KL 771","12:15","AMS","16:15","BON","Airbus A330","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KL 773","12:15","AMS","16:15","BON","Airbus A330","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"KL 806","00:20","TPE","07:25","AMS","Boeing 777",""
"KL 808","00:20","TPE","07:55","AMS","Boeing 777",""
"KL 835","16:50","SIN","19:25","DPS","Boeing 777","['No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"KL 856","00:55","ICN","04:50","AMS","Boeing 747","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KL 876","12:05","BKK","18:45","AMS","Boeing 777","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"KL 884","12:15","XMN","18:35","AMS","Boeing 787","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"KL 888","12:20","HKG","18:20","AMS","Boeing 747 Mixed Configuration","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"KL 894","23:10","PVG","04:30","AMS","Boeing 787","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KL 896","12:15","PVG","18:00","AMS","Boeing 787","['Yes', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KL 933","07:40","AMS","08:20","DUB","Embraer 170/195","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"KL 935","12:05","AMS","12:45","DUB","Embraer 170/195","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"KL 939","21:20","AMS","22:00","DUB","Embraer 170/195","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KM 2701","08:20","IST","09:50","MLA","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KM 2801","09:05","FRA","11:35","MLA","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KM 395","11:50","AMS","14:50","MLA","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KP 1114","00:10","PEK","07:00","ADD","Boeing 787-8","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'Yes']"
"KP 1118","00:45","HKG","07:00","ADD","Boeing 787-8","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"KP 1122","05:40","DXB","09:00","ADD","Boeing 737-800","['No', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'No']"
"KP 1124","01:45","BKK","06:15","ADD","Boeing 787-8","['No', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"KP 1134","01:45","HKG","07:45","ADD","Boeing 787-8","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KP 1136","23:10","PVG","06:55","ADD","Boeing 777-300ER","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"KQ 305","05:35","DXB","09:50","NBO","Boeing 737-800","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"KQ 5207","19:00","CAN","23:25","DXB","Airbus A330-300","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"KQ 861","21:10","HKG","23:20","BKK","Boeing 787-8","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"KQ 887","01:15","BKK","06:05","NBO","Boeing 787-8","['No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'Yes']"
"KU 412","12:05","BKK","15:30","KWI","Boeing 777-300","['Yes', 'Yes', 'No', 'No', 'Yes', 'Yes', 'No']"
"KU 414","01:55","BKK","05:20","KWI","Boeing 777-300","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"KU 678","05:40","DXB","06:25","KWI","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"LA 531","23:20","JFK","06:00","LIM","Boeing 787-900","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"LA 537","01:15","JFK","07:55","LIM","Boeing 787","['Yes', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LA 5408","08:00","AMS","10:40","MAD","Airbus A320","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"LA 5633","21:05","HKG","12:40","AKL","Airbus A350-900","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LA 5711","08:00","AMS","10:40","MAD","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"LG 1380","09:10","IST","11:25","LUX","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"LG 8012","09:35","CDG","10:30","LUX","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"LG 8852","09:40","VIE","11:15","LUX","Boeing 737-700 Winglets","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"LG 8856","13:15","VIE","15:00","LUX","De Havilland DHC-8 Dash 8-400 Dash 8Q","['Yes', 'No', 'Yes', 'No', 'No', 'No', 'Yes']"
"LH 10","10:00","FRA","11:05","HAM","Airbus A320 Sharklets","['Yes', 'No', 'Yes', 'No', 'Yes', 'Yes', 'No']"
"LH 100","10:15","FRA","11:10","MUC","Airbus A320 Sharklets","['Yes', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes']"
"LH 1003","08:00","AMS","09:05","FRA","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'Yes']"
"LH 1004","07:25","FRA","08:25","BRU","Airbus A320 Sharklets","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"LH 1006","08:25","FRA","09:20","BRU","Canadair Regional Jet 900","['No', 'No', 'No', 'No', 'No', 'Yes', 'Yes']"
"LH 1008","09:25","FRA","10:20","BRU","Airbus A319","['No', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'No']"
"LH 1010","11:25","FRA","12:20","BRU","Canadair Regional Jet 900","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"LH 1027","09:20","CDG","10:35","FRA","Airbus A320","['No', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes']"
"LH 1112","09:30","FRA","12:05","MAD","Airbus A321","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'Yes']"
"LH 1126","09:40","FRA","11:40","BCN","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 1130","11:00","FRA","13:00","BCN","Airbus A321","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"LH 1142","10:00","FRA","12:10","BIO","Airbus A320 Sharklets","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"LH 1148","09:10","FRA","12:05","AGP","Airbus A321","['Yes', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"LH 1160","09:40","FRA","12:00","VLC","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 1166","09:10","FRA","11:10","LIS","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 1176","09:30","FRA","11:10","OPO","Airbus A321","['Yes', 'No', 'Yes', 'No', 'No', 'No', 'Yes']"
"LH 1184","08:30","FRA","09:25","ZRH","Airbus A319","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"LH 1186","09:40","FRA","10:35","ZRH","Airbus A320","['No', 'Yes', 'No', 'No', 'Yes', 'Yes', 'Yes']"
"LH 12","11:00","FRA","12:05","HAM","Airbus A320 Sharklets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"LH 1214","08:55","FRA","10:05","GVA","Canadair Regional Jet 900","['No', 'No', 'No', 'No', 'No', 'Yes', 'Yes']"
"LH 1216","12:10","FRA","13:20","GVA","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"LH 1233","09:10","VIE","10:35","FRA","Airbus A321","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"LH 1234","08:50","FRA","10:10","VIE","Airbus A320 Sharklets","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"LH 1250","09:05","FRA","10:10","LNZ","Canadair Regional Jet 900","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 1276","09:05","FRA","11:35","MLA","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 1278","09:30","FRA","13:15","ATH","Airbus A321","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"LH 128","09:20","FRA","10:00","STR","Airbus A320 Sharklets","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 1305","06:20","IST","08:20","FRA","Airbus A319","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"LH 1316","09:50","FRA","11:20","ALG","Airbus A320 Sharklets","['Yes', 'No', 'Yes', 'Yes', 'No', 'No', 'No']"
"LH 1322","09:30","FRA","10:50","TUN","Airbus A320 Sharklets","['Yes', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"LH 1334","08:35","FRA","10:05","BUD","Airbus A320 Sharklets","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"LH 1336","08:20","FRA","09:50","BUD","Airbus A320","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"LH 1346","08:10","FRA","09:45","WAW","Airbus A321","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"LH 1392","09:00","FRA","10:00","PRG","Airbus A320","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes']"
"LH 1394","10:00","FRA","11:00","PRG","Airbus A319","['Yes', 'Yes', 'Yes', 'No', 'No', 'Yes', 'No']"
"LH 140","07:40","FRA","08:25","NUE","Airbus A319","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"LH 1406","10:20","FRA","12:05","BEG","Airbus A319","['No', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes']"
"LH 1414","12:20","FRA","13:40","ZAG","Airbus A319","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"LH 142","09:55","FRA","10:35","NUE","Canadair Regional Jet 900","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'Yes']"
"LH 1424","10:50","FRA","12:50","TIA","Embraer 190","['No', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes']"
"LH 1426","10:00","FRA","13:10","SOF","Airbus A320 Sharklets","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"LH 156","09:00","FRA","09:55","LEJ","Airbus A319","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 1576","08:35","FRA","09:55","GRZ","Embraer 195","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 1592","09:10","FRA","10:05","SZG","Embraer 195","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 174","07:45","FRA","08:55","TXL","Airbus A321","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"LH 176","08:45","FRA","09:55","TXL","Airbus A321","['No', 'No', 'Yes', 'No', 'No', 'Yes', 'Yes']"
"LH 178","09:45","FRA","10:55","TXL","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"LH 180","10:45","FRA","11:55","TXL","Airbus A320","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"LH 1847","19:15","FCO","20:45","MUC","Airbus A320","['Yes', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"LH 2227","08:50","CDG","10:15","MUC","Airbus A320 Sharklets","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"LH 2301","08:55","AMS","10:20","MUC","Canadair Regional Jet 900","['No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']"
"LH 2309","21:15","AMS","22:40","MUC","Canadair Regional Jet 900","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"LH 2325","10:50","VIE","11:45","MUC","Canadair Regional Jet 900","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"LH 2327","09:00","VIE","09:55","MUC","Airbus A320","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"LH 2329","13:10","VIE","14:05","MUC","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"LH 2481","20:25","LHR","23:10","MUC","Airbus A320","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"LH 352","09:10","FRA","10:05","BRE","Airbus A319","['Yes', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 370","08:35","FRA","09:20","FDH","Canadair Regional Jet 900","['No', 'No', 'No', 'No', 'No', 'Yes', 'Yes']"
"LH 392","09:15","FRA","09:55","LUX","Canadair Regional Jet 900","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 4","07:30","FRA","08:35","HAM","Airbus A320 Sharklets","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 48","09:05","FRA","09:55","HAJ","Airbus A320 Sharklets","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes']"
"LH 484","10:15","FRA","16:40","PTY","Airbus A340-300","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"LH 4921","00:50","HND","06:00","FRA","Boeing 777-300ER","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"LH 4923","12:30","HND","17:20","MUC","Boeing 787-900","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 50","09:50","FRA","10:40","HAJ","Airbus A319","['No', 'Yes', 'Yes', 'No', 'Yes', 'No', 'Yes']"
"LH 568","11:10","FRA","16:40","LOS","Airbus A330-300","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'Yes']"
"LH 5714","10:30","FRA","12:15","WAW","Embraer 195","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"LH 5770","08:45","FRA","09:40","ZRH","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 594","11:10","FRA","16:40","LOS","Airbus A330-300","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 5990","10:25","FRA","12:15","DBV","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"LH 6","08:00","FRA","09:05","HAM","Airbus A321","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"LH 6000","10:05","FRA","11:30","ZAG","Airbus A319","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"LH 6004","09:25","FRA","11:05","SPU","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"LH 62","09:20","FRA","10:10","FMO","Canadair Regional Jet 900","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"LH 6321","07:20","VIE","08:35","TXL","Airbus A319","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"LH 6331","07:10","VIE","08:40","FRA","Airbus A320","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"LH 6332","07:50","FRA","09:15","VIE","Airbus A321","['Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'Yes']"
"LH 6334","09:50","FRA","11:15","VIE","Airbus A321","['No', 'Yes', 'Yes', 'No', 'No', 'Yes', 'Yes']"
"LH 6343","12:45","VIE","14:20","HAM","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"LH 6349","12:55","VIE","14:15","TXL","Airbus A320","['No', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"LH 6353","07:05","VIE","08:45","DUS","Airbus A320","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"LH 6361","07:15","VIE","08:55","HAM","Airbus A320","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
"LH 6371","07:20","VIE","08:55","CGN","Airbus A319","['No', 'Yes', 'No', 'No', 'No', 'No', 'Yes']"
"LH 6385","08:10","VIE","09:40","FRA","Airbus A320","['No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes']"
